vehicle_id,distance_travelled
1,2471.44
10,2480.48
9,2480.48
22,2471.44
43,2471.44
47,2471.44
53,2480.48
20,2471.44
35,2471.44
24,2471.44
51,2471.44
56,2471.44
28,2480.48
70,2480.48
7,2973.22
27,2974.93
41,2471.44
42,2471.44
81,2471.44
48,2471.44
59,2471.44
67,2480.48
46,2471.44
61,2471.44
75,2480.48
50,2471.44
14,2480.48
71,2471.44
52,2480.48
84,2471.44
72,2480.48
76,2480.48
73,2480.48
30,2974.93
130,2471.44
85,2471.44
120,2471.44
16,2974.93
13,2974.93
19,2974.26
23,2974.93
25,2974.93
63,2974.93
142,2471.44
66,2471.44
69,2471.44
91,2471.44
8,3387.71
113,2480.48
138,2471.44
145,2471.44
86,2974.93
109,2480.48
116,2480.48
57,2973.22
105,2471.44
112,2974.93
153,2471.44
133,2471.44
184,2471.44
136,2471.44
172,2471.44
2,3387.54
124,2480.48
135,2480.48
144,2471.44
100,2974.93
148,2471.44
159,2471.44
186,2471.44
179,2471.44
37,3971.39
115,2480.48
191,2471.44
4,3971.39
126,2974.93
155,2480.48
162,2471.44
89,2974.93
111,2973.23
93,2974.26
74,2973.22
11,3387.71
119,2973.22
34,3387.71
178,2974.93
15,3387.54
62,2973.22
65,2973.22
118,2974.93
152,2480.48
131,2974.93
195,2480.48
123,2973.22
216,2471.44
193,2471.44
204,2471.44
230,2471.44
161,2480.48
167,2480.48
169,2480.48
185,2480.48
225,2471.44
199,2480.48
241,2471.44
127,2974.93
212,2480.48
18,3971.39
140,2974.93
146,2974.93
5,3682.74
87,3795.15
218,2480.48
293,2471.44
68,3682.24
58,4087.66
104,3682.24
217,2480.48
219,2480.48
49,3387.71
32,4965.84
236,2480.48
254,2471.44
235,2480.48
229,2471.44
275,2471.44
245,2471.44
55,3678.11
90,4087.66
202,2974.93
224,2974.93
244,2480.48
107,3387.54
203,2973.22
249,2480.48
97,3682.58
227,2480.48
29,3971.39
242,2480.48
26,3795.15
54,3971.39
189,2973.23
44,4087.76
147,3682.24
45,4087.76
80,3795.32
151,3682.74
40,4378.61
3,4372.9
36,4670.82
108,3387.2
201,2974.93
31,3961.35
158,2973.22
300,2471.44
282,2471.44
33,3961.35
157,3678.11
181,2973.22
287,2480.48
302,2471.44
250,2974.93
271,2471.44
285,2471.44
299,2480.48
6,4665.26
288,2471.44
313,2471.44
82,3971.39
17,4670.82
323,2471.44
332,2471.44
114,3971.39
39,4670.82
348,2471.44
117,3965.81
64,4965.84
305,2471.44
99,4668.11
110,3387.71
360,2471.44
129,4087.76
88,4087.76
122,3678.11
211,2973.22
176,3961.35
393,2471.44
290,2480.48
98,4087.76
349,2480.48
317,2480.48
329,2480.48
304,2480.48
12,4965.84
258,2974.93
331,2480.48
334,2480.48
38,4670.83
95,4087.76
125,4087.92
121,4087.76
156,4087.92
243,2973.23
294,2974.93
286,2973.23
354,2471.44
168,3678.11
194,4087.66
280,2974.93
141,4665.24
266,2973.22
237,2974.26
238,3678.11
228,2974.93
253,2974.93
365,2471.44
379,2471.44
177,3387.71
77,4965.84
373,2471.44
103,4087.76
401,2471.44
163,4087.76
412,2471.44
312,2480.48
377,2480.48
423,2471.44
187,2973.22
21,4965.87
149,4670.82
180,3679.87
326,2480.48
428,2471.44
78,3971.39
272,3387.71
60,4378.61
274,2974.93
79,4378.61
