vehicle_id,distance_travelled
2,2480.48
18,2480.48
31,2442.63
16,2480.48
13,2457.03
17,2471.44
14,2471.44
52,2471.44
21,2480.48
30,2480.48
42,2480.48
26,2480.48
47,2480.48
22,2471.44
45,2471.44
19,2956.2
34,2973.22
80,2471.44
46,2471.44
43,3364.05
113,2471.44
23,2974.93
62,2480.48
65,2480.48
78,2480.48
67,2480.48
69,2939.89
124,2419.18
59,2471.44
77,2471.44
92,2471.44
112,2471.44
49,2480.48
130,2480.48
3,2480.48
51,2480.48
178,2457.03
9,2974.93
39,2480.48
75,2480.48
15,2974.93
94,2922.87
93,2480.48
102,2480.48
132,2471.44
117,2471.44
25,2974.93
89,2471.44
97,2471.44
11,3378.51
114,2471.44
146,2480.48
101,2974.26
107,2480.48
48,2974.93
85,2945.26
169,2471.44
103,2480.48
144,2480.48
122,2466.08
163,2480.48
63,2974.93
164,2480.48
109,2471.44
72,2973.22
121,2471.44
137,2471.44
148,2471.44
150,2471.44
157,2471.44
5,3387.54
166,2471.44
161,2471.44
193,2471.44
7,3387.54
20,3368.3
177,2471.44
190,2480.48
160,2471.44
192,2471.44
214,2480.48
86,3682.24
196,2471.44
129,2480.48
200,2471.44
131,2480.48
35,3364.05
100,2974.93
172,2480.48
198,2480.48
174,2471.44
224,2480.48
194,2471.44
225,2471.44
226,2471.44
244,2457.04
32,3387.54
219,2480.48
60,2974.93
152,2480.48
209,2471.44
73,2974.93
83,3743.43
4,3682.74
156,2974.93
54,2973.22
108,2974.93
175,2974.93
82,2973.22
115,3340.03
167,2974.93
227,2471.44
84,3752.46
56,3795.15
10,3795.32
247,2471.44
232,2471.44
197,2480.48
258,2471.44
1,4378.61
201,2480.48
91,2973.22
6,3965.83
142,2973.22
281,2442.63
155,3326.5
203,2974.93
170,2974.93
228,2928.24
239,2471.44
50,3795.32
235,2480.48
58,4087.76
251,2471.44
187,2973.22
233,2480.48
234,2480.48
53,4670.81
253,2471.44
8,3682.58
24,4670.82
64,3682.58
282,2471.44
297,2457.03
202,2480.48
90,3682.58
213,2480.48
259,2471.44
104,3682.58
278,2471.44
168,2974.93
264,2941.6
76,3387.71
98,3678.13
212,2974.93
38,3387.71
266,2480.48
269,2471.44
195,2956.0
223,2956.0
275,2941.8
290,2471.44
293,2471.44
313,2471.44
70,4087.76
291,2471.44
276,2480.48
320,2471.44
345,2442.64
302,2480.48
292,2471.44
125,3682.58
310,2480.48
12,3682.58
37,4965.86
71,3795.26
111,3682.74
145,4087.92
285,2471.44
312,2471.44
29,4087.66
41,4670.82
55,4344.63
96,4087.76
241,3309.76
257,2974.93
314,2471.44
326,2471.44
105,4087.76
328,2471.44
331,2471.44
334,2937.07
127,3795.15
215,2956.2
365,2471.44
305,2480.48
323,2471.44
87,3682.74
307,2974.93
359,2480.48
380,2471.44
99,3682.74
133,3387.2
147,2974.93
353,2471.44
188,2974.93
217,3356.43
376,2941.6
126,3387.71
204,2974.93
294,2480.48
252,3724.19
309,2480.48
134,3387.71
260,3340.03
330,2480.48
329,2480.48
28,4958.52
220,3387.71
352,2480.48
191,3738.39
33,4965.84
116,4342.14
208,3731.68
36,4965.84
68,4670.82
143,4087.76
393,2457.04
136,4087.76
139,3795.15
321,2480.48
335,2480.48
400,2457.03
348,2480.48
446,2442.63
66,4378.61
159,3678.13
205,2974.26
375,2480.48
140,4318.61
179,3678.13
230,2974.26
27,3795.32
79,4087.76
40,3795.32
135,3682.58
158,4087.76
398,2480.48
44,4670.83
246,3766.88
363,2480.48
422,2956.0
386,2480.48
118,4351.93
61,3795.32
81,3795.32
119,4373.08
274,3747.64
402,2471.44
162,4958.52
184,3795.15
341,2471.44
373,2480.48
377,2471.44
394,2908.47
384,2471.44
106,3795.26
339,2928.04
216,2974.93
165,4373.07
389,2471.44
304,2973.22
327,2974.26
430,2471.44
453,2433.58
171,4373.07
318,2974.93
454,2471.44
458,2433.58
382,3593.28
399,2480.48
405,2480.48
383,2471.44
110,3387.71
413,2471.44
455,2457.04
298,3743.43
419,2480.48
423,2471.44
427,2471.44
231,3682.74
250,4287.71
431,2480.48
436,2471.44
315,3387.71
445,2471.44
401,2480.48
456,2471.44
211,4334.43
459,2471.44
181,4965.84
497,2471.44
88,4965.86
265,2973.23
154,4301.9
236,3682.24
450,2471.44
301,2960.73
267,2974.93
410,2480.48
360,3640.22
452,2480.48
273,3682.74
149,4087.76
279,2974.93
362,3719.98
418,2471.44
303,2974.93
449,2471.44
464,2457.04
138,4958.53
128,4349.42
438,2946.97
173,4965.84
207,4958.51
344,2974.93
186,4378.61
95,3795.32
237,2974.93
368,2974.93
248,2974.93
286,3682.24
189,4087.76
300,3387.54
340,2973.23
372,3387.54
462,2471.44
494,2480.48
469,2471.44
460,2480.48
477,2471.44
495,2480.48
506,2471.44
322,2974.93
467,3597.47
412,2974.93
141,4958.53
350,3682.74
542,2471.44
74,4665.26
465,2480.48
249,4628.46
153,4670.82
529,2471.44
229,4670.81
277,4958.52
199,4378.61
558,2471.44
206,3795.15
396,3762.67
185,4087.76
505,2480.48
287,4087.66
256,4087.76
316,3682.58
403,3642.87
509,2480.48
