vehicle_id,distance_travelled
30,2471.44
20,2457.03
61,2419.18
59,2419.18
66,2457.04
42,2457.04
39,2471.44
53,2457.04
23,2457.03
41,2471.44
38,2457.03
48,2457.04
107,2457.04
77,2457.04
6,2471.44
31,2480.48
82,2442.63
71,2457.03
74,2442.64
51,2937.07
43,3378.17
75,2466.08
9,2973.23
26,2947.17
89,2433.58
72,2457.04
7,3355.02
36,2480.48
22,2974.93
83,2480.48
46,2954.29
60,2471.44
67,2471.44
92,2471.44
16,3349.06
103,2471.44
79,2471.44
125,2471.44
45,2947.17
50,2471.44
63,2471.44
4,3743.43
5,2480.48
86,2471.44
93,2480.48
24,2937.27
49,2480.48
76,3325.57
100,2471.44
2,3387.71
78,2480.48
97,2471.44
110,2471.44
35,3719.98
8,3387.54
85,2480.48
111,2471.44
17,2956.2
116,2457.03
33,2974.93
3,3724.19
14,3316.54
27,3349.96
135,2471.44
147,2457.04
10,3795.32
96,2937.07
132,2471.44
139,2471.44
164,2419.18
52,3370.97
150,2471.44
165,2457.04
19,3359.27
21,3743.43
34,4321.15
112,2466.08
87,2956.0
18,3762.67
216,2457.03
162,2457.03
118,2930.86
68,3700.74
13,3775.91
161,2471.44
1,3778.58
65,2956.2
55,3781.12
99,2956.0
136,2457.03
91,2974.93
145,2471.44
176,2433.58
80,2951.5
167,2457.04
177,2457.04
106,2945.26
166,2942.44
129,2480.48
180,2457.03
12,4309.19
188,2433.58
156,2457.03
193,2457.04
15,3762.67
56,3719.98
196,2457.04
95,3347.42
189,2471.44
203,2471.44
211,2433.58
69,2958.82
101,2960.53
119,2457.03
175,2471.44
25,4358.87
121,2946.97
122,2965.9
62,3743.43
219,2442.63
198,2480.48
128,2947.17
144,2955.33
73,3786.12
154,2945.26
169,2480.48
173,2937.27
90,3343.07
40,3786.12
146,3333.28
126,2937.07
221,2471.44
185,2956.0
202,2913.84
223,2457.04
220,2471.44
186,2937.27
81,2958.82
184,2457.04
262,2419.18
130,2947.17
231,2471.44
94,3739.22
44,3364.05
28,4363.88
98,3355.02
149,2939.89
64,2956.2
11,4344.63
88,3733.22
141,3349.06
58,4339.59
137,3340.03
195,2480.48
237,2457.03
247,2471.44
245,2457.04
226,2457.03
241,2471.44
183,2974.93
109,3339.69
124,3740.93
37,4332.84
131,3344.81
200,2974.26
155,3312.3
194,2974.93
229,2480.48
266,2428.24
267,2433.58
54,3786.12
102,3757.67
153,3349.06
235,2471.44
