vehicle_id,distance_travelled
17,2471.44
16,2480.48
14,2471.44
2,2480.48
21,2480.48
30,2480.48
65,2442.63
22,2471.44
45,2471.44
80,2471.44
97,2457.04
42,2480.48
46,2471.44
47,2480.48
19,2974.93
15,2974.93
52,2471.44
23,2973.23
26,2480.48
112,2442.64
3,2480.48
31,2480.48
13,2480.48
49,2480.48
4,3367.96
75,2480.48
25,2974.93
62,2480.48
67,2480.48
72,2973.22
34,2974.93
117,2457.04
18,2890.42
93,2480.48
39,2480.48
59,2471.44
102,2480.48
113,2471.44
12,3347.32
77,2471.44
103,2480.48
114,2471.44
78,2480.48
92,2471.44
48,2973.22
89,2471.44
69,2958.82
132,2471.44
63,2974.93
5,3387.71
9,2974.93
137,2471.44
148,2471.44
73,2974.93
27,3743.43
130,2480.48
157,2471.44
144,2480.48
161,2471.44
109,2471.44
163,2480.48
177,2471.44
129,2442.63
164,2480.48
1,3786.12
121,2471.44
11,3682.74
190,2480.48
107,2480.48
169,2471.44
101,2974.93
192,2457.04
150,2471.44
122,2480.48
166,2471.44
124,2480.48
131,2480.48
193,2471.44
172,2480.48
160,2471.44
7,3682.58
174,2471.44
175,2922.87
43,3678.11
196,2471.44
38,3387.71
60,2974.93
54,2973.22
20,3682.74
194,2471.44
198,2480.48
225,2471.44
51,3467.58
224,2480.48
214,2480.48
86,3971.39
35,3971.39
152,2480.48
10,4087.66
178,2480.48
200,2471.44
226,2471.44
147,2974.93
244,2457.04
85,2973.22
108,2973.22
100,2974.93
142,2974.93
227,2471.44
94,2973.22
209,2471.44
232,2471.44
32,3965.81
8,3387.71
170,2974.93
239,2471.44
197,2480.48
203,2974.93
201,2480.48
247,2471.44
36,4353.66
156,2973.22
202,2480.48
213,2480.48
84,3766.88
6,3678.11
98,3682.74
125,3366.73
251,2471.44
233,2480.48
282,2471.44
188,2974.93
234,2480.48
253,2471.44
87,3387.71
135,3387.71
99,3682.74
126,3387.71
257,2941.6
269,2471.44
187,2974.93
91,2974.93
104,3387.71
167,2973.22
258,2471.44
290,2471.44
95,3795.15
50,4378.61
291,2471.44
292,2471.44
195,2973.22
40,4087.66
56,4087.6
58,3795.32
259,2471.44
205,2974.93
278,2471.44
66,4087.66
29,3795.15
146,3467.58
313,2471.44
70,3795.32
212,2973.23
139,3795.32
79,3795.32
314,2471.44
134,3682.58
326,2471.44
76,3971.39
328,2471.44
335,2442.63
204,2973.22
90,3971.39
111,3678.13
331,2471.44
276,2480.48
82,3965.84
345,2471.44
297,2480.48
216,2956.0
293,2471.44
302,2480.48
309,2457.03
64,3965.81
285,2471.44
320,2471.44
329,2480.48
312,2471.44
37,4665.25
219,2890.42
323,2471.44
53,4670.82
264,2974.93
83,4378.61
353,2471.44
380,2471.44
61,4087.76
267,2974.93
81,4087.66
365,2471.44
55,4373.07
266,2480.48
105,4373.03
310,2480.48
230,2973.23
237,2974.93
321,2480.48
275,2973.22
305,2480.48
110,3678.11
248,2974.93
348,2480.48
141,4330.44
24,4965.87
41,4670.83
96,4087.92
375,2480.48
128,4958.53
265,2974.93
127,4087.92
228,2973.22
207,4637.49
159,3678.11
179,3971.39
158,4087.92
189,4045.38
71,4087.92
341,2471.44
143,4087.92
377,2471.44
149,3795.26
88,4965.86
168,3965.84
28,4670.82
115,3387.54
402,2471.44
218,4323.66
401,2457.03
185,3795.15
307,2974.93
184,4378.61
274,3752.46
327,2974.93
74,4670.82
106,4087.76
176,3795.32
68,4958.53
33,4958.52
116,4670.83
119,4958.53
136,4373.03
208,3795.32
235,2890.42
338,3651.8
221,3795.32
294,2480.48
340,2974.93
199,3795.15
389,2471.44
330,2480.48
393,2471.44
384,2471.44
464,2442.64
363,2480.48
430,2471.44
386,2480.48
454,2471.44
383,2471.44
419,2480.48
459,2471.44
465,2457.03
44,4965.87
413,2471.44
133,3682.24
423,2471.44
497,2471.44
223,3965.84
456,2457.04
458,2433.58
325,2974.93
436,2471.44
180,3682.24
339,2974.93
318,2974.93
352,2480.48
445,2471.44
173,4665.25
140,4670.82
373,2480.48
427,2471.44
155,3678.11
400,2480.48
450,2471.44
446,2480.48
138,4958.53
145,4087.76
243,3971.39
410,2480.48
455,2471.44
165,4373.07
322,2974.93
217,3678.11
452,2480.48
241,3678.11
424,2928.24
394,2974.93
398,2890.42
171,4670.82
453,2480.48
256,4378.61
405,2451.68
283,3682.74
418,2471.44
504,2466.08
449,2457.04
123,4958.52
215,3960.26
229,4373.07
542,2471.44
154,4965.84
236,3682.24
462,2471.44
304,2973.22
469,2471.44
301,2973.22
356,2974.93
460,2480.48
334,2974.93
477,2471.44
262,3795.26
316,3682.74
376,2974.93
151,4958.52
368,2974.93
288,3795.26
354,3682.74
303,2974.93
506,2471.44
518,2471.44
287,4087.76
530,2471.44
153,4670.83
220,3387.71
252,4087.92
118,4965.87
281,3467.58
350,3340.03
120,4965.87
359,3467.58
500,2956.0
529,2471.44
211,4942.2
231,3387.54
440,2974.93
273,3387.71
342,3387.71
315,3387.71
182,4670.82
412,2973.22
558,2471.44
550,2457.03
566,2471.44
260,3682.74
57,4958.52
279,3965.84
300,3387.54
181,4958.52
333,3387.54
422,2973.22
263,3795.15
372,3387.71
475,2974.93
246,4378.61
425,3373.51
206,3795.32
431,2480.48
222,4670.82
487,2471.44
488,2471.44
595,2480.48
186,4087.66
547,2471.44
272,3795.32
490,2471.44
270,3795.32
548,2471.44
311,3795.32
439,2974.93
501,2471.44
191,4087.66
494,2480.48
554,2471.44
268,4087.66
371,3795.32
503,2471.44
562,2471.44
378,3795.32
448,2974.93
514,2471.44
515,2471.44
349,3795.32
183,4670.82
286,3677.73
536,2457.04
210,4670.82
525,2471.44
606,2480.48
532,2471.44
589,2471.44
240,4670.83
560,2471.44
336,4087.76
564,2471.44
238,4958.52
438,2973.22
539,2471.44
545,2471.44
463,2974.93
590,2471.44
162,4670.82
277,4670.82
495,2890.42
255,4087.6
598,2480.48
608,2471.44
289,4378.61
420,3682.74
612,2471.44
626,2471.44
367,3960.26
614,2471.44
407,3795.15
622,2471.44
254,4087.92
625,2471.44
505,2480.48
509,2480.48
541,2480.48
361,3971.39
360,3971.39
357,3678.13
607,2480.48
601,2471.44
261,4670.82
502,2974.93
602,2471.44
249,4965.87
549,2974.93
364,3971.39
379,3971.39
531,2974.93
296,4087.76
620,2480.48
388,3971.39
648,2480.48
298,4373.03
409,3682.24
366,3795.32
492,4300.16
332,4965.87
652,2471.44
655,2471.44
346,4965.87
358,4670.82
665,2471.44
351,4965.86
478,3387.71
511,2973.22
299,4087.66
483,3682.74
415,4321.15
441,3795.32
399,3467.58
632,2471.44
701,2466.08
317,3965.81
370,4965.86
666,2471.44
344,3965.84
306,4670.82
337,4373.07
623,2974.93
690,2471.44
374,4373.07
387,4670.82
429,4087.92
443,2973.22
698,2471.44
369,4087.76
447,2973.22
527,2974.93
507,3682.74
556,2974.93
616,2471.44
678,2956.0
245,3678.11
362,4087.6
484,3965.84
534,2974.93
631,2471.44
385,4087.6
295,4965.85
392,3971.39
416,3678.13
657,2471.44
437,4087.6
308,4665.25
658,2480.48
659,2471.44
750,2471.44
689,2471.44
481,3678.11
662,2480.48
697,2471.44
671,2480.48
711,2471.44
526,3678.11
280,4670.82
324,3387.31
319,3678.11
250,4670.83
395,4373.07
575,2974.93
433,4373.07
599,2974.93
411,4958.52
719,2466.08
382,3387.54
434,3795.26
725,2471.44
773,2471.44
408,4670.82
426,4087.92
403,3682.74
442,4087.92
674,2480.48
700,2480.48
470,3387.54
651,2974.93
242,4958.53
523,3387.54
617,2480.48
271,4958.53
669,2480.48
343,4670.82
709,2480.48
284,4958.53
496,3795.32
724,2480.48
355,4670.83
535,3795.15
587,2974.93
611,2974.93
738,2471.44
630,2974.93
396,3795.15
633,2480.48
775,2471.44
414,4965.87
472,3387.71
673,4012.35
391,4670.83
664,3998.15
790,2471.44
381,4958.52
540,2974.93
573,3387.71
639,3932.53
797,2471.44
654,2480.48
680,2974.93
457,3682.74
805,2471.44
656,2480.48
489,3682.74
468,4087.66
546,4340.72
693,2480.48
715,2480.48
714,2480.48
770,2974.93
716,2480.48
621,2973.23
760,2480.48
777,2471.44
641,2973.23
803,2480.48
677,2973.23
778,2471.44
397,4958.52
756,2973.23
793,2471.44
406,4958.52
474,4378.61
528,2973.22
600,2890.42
347,4373.03
473,4087.76
653,2890.42
801,2471.44
814,2471.44
521,3795.32
737,2480.48
804,2471.44
816,2471.44
451,4958.52
482,3387.31
432,4965.86
565,4670.82
583,3387.31
613,4087.76
588,3965.84
428,4665.25
480,4665.25
794,2945.26
823,2471.44
570,3795.26
688,3642.55
841,2471.44
390,3965.81
629,2973.22
886,2471.44
519,4356.68
567,4087.92
761,2946.97
783,2471.44
508,4665.25
585,3387.71
771,2932.77
817,2471.44
544,4087.92
605,3678.11
491,3678.13
763,2480.48
537,3387.71
553,3795.32
486,4965.84
781,2480.48
849,3101.33
543,4958.53
687,2974.93
552,3387.71
754,2974.93
551,3387.54
493,4378.61
568,3387.71
467,3677.73
563,4378.61
640,3387.71
682,2890.42
713,3387.71
785,2974.93
499,4670.83
580,3795.32
479,4087.76
586,3682.74
818,2471.44
555,4087.76
584,3387.54
807,2480.48
821,2471.44
635,4087.66
