vehicle_id,distance_travelled
16,2480.48
18,2480.48
2,2480.48
23,2956.2
21,2480.48
14,2471.44
17,2471.44
30,2480.48
15,2945.26
19,2946.97
52,2471.44
22,2471.44
34,2956.2
42,2480.48
47,2480.48
49,2480.48
51,2480.48
46,2471.44
75,2480.48
113,2471.44
107,2457.03
26,2480.48
62,2480.48
31,2480.48
65,2480.48
45,2471.44
67,2480.48
80,2471.44
93,2480.48
102,2480.48
3,2480.48
48,2954.29
59,2471.44
13,2480.48
77,2471.44
39,2480.48
92,2471.44
72,2956.0
78,2480.48
89,2471.44
112,2471.44
130,2480.48
97,2471.44
132,2471.44
5,3387.71
7,3682.74
32,3366.56
9,2973.22
117,2471.44
124,2457.03
146,2480.48
10,3795.32
25,2974.26
114,2471.44
137,2471.44
109,2471.44
148,2471.44
100,2928.24
121,2471.44
169,2471.44
152,2457.03
122,2480.48
103,2480.48
144,2480.48
11,3682.74
69,2960.53
163,2480.48
190,2480.48
63,2974.93
164,2480.48
224,2442.63
54,2974.93
150,2471.44
4,3682.24
196,2471.44
142,2947.17
167,2947.17
178,2480.48
38,3387.71
73,2974.93
85,2973.22
86,3370.57
87,3378.51
157,2471.44
160,2471.44
161,2471.44
174,2471.44
177,2471.44
209,2457.04
166,2471.44
193,2471.44
192,2471.44
101,2974.93
129,2480.48
131,2480.48
29,3795.15
194,2471.44
214,2480.48
225,2471.44
50,3795.15
35,3682.74
200,2471.44
6,3387.54
60,2974.26
226,2471.44
53,4313.44
219,2480.48
12,3387.54
172,2480.48
227,2457.04
198,2480.48
175,2974.93
1,4378.23
82,2974.26
203,2956.0
20,3387.71
125,3387.71
239,2471.44
235,2457.03
99,3682.74
244,2471.44
232,2471.44
197,2466.08
247,2471.44
66,3795.32
81,4087.66
201,2480.48
258,2471.44
233,2480.48
234,2480.48
305,2419.18
170,2974.93
202,2480.48
213,2480.48
168,2974.93
127,4014.89
251,2471.44
147,2973.22
64,3387.71
27,4087.66
253,2471.44
266,2442.63
40,4087.66
98,3387.54
259,2471.44
90,3971.39
43,3971.39
58,3795.15
282,2471.44
187,2974.93
278,2471.44
91,2973.22
195,2974.93
269,2471.44
290,2471.44
79,3795.15
94,2974.26
108,2974.26
291,2471.44
329,2466.08
223,2974.93
96,3795.15
292,2471.44
136,3775.91
348,2419.18
110,3971.39
293,2471.44
28,4670.83
155,3682.74
156,2974.93
320,2471.44
276,2480.48
237,2974.93
310,2480.48
84,3795.15
104,3387.71
313,2471.44
41,4958.53
159,3387.54
264,2947.17
179,3387.71
61,4087.76
95,4087.66
126,3387.71
76,3682.74
8,3971.39
210,4301.9
281,2480.48
56,4378.61
285,2471.44
134,3678.11
386,2419.18
297,2480.48
312,2471.44
334,2922.87
314,2471.44
323,2471.44
326,2471.44
257,2974.93
328,2471.44
105,4378.75
267,2974.93
302,2480.48
331,2471.44
24,4965.85
139,4087.66
321,2480.48
345,2471.44
380,2471.44
106,3795.26
335,2480.48
44,4670.82
294,2480.48
70,4087.92
143,3795.26
205,2974.93
248,2974.93
83,4087.92
165,4651.89
309,2480.48
120,4965.85
212,2974.93
330,2480.48
158,4087.92
135,3971.39
215,2974.93
230,2974.93
68,4670.82
243,3359.27
307,2974.93
365,2471.44
384,2457.04
119,4372.91
353,2471.44
216,2974.93
359,2480.48
228,2974.93
265,2974.93
55,4373.07
401,2433.58
115,3387.54
363,2480.48
341,2471.44
318,2974.93
377,2471.44
181,4325.39
149,3795.15
402,2471.44
410,2433.58
133,3387.31
300,3347.48
311,3743.43
413,2457.04
116,4632.13
275,2974.26
322,2974.93
389,2471.44
393,2471.44
184,4087.76
375,2480.48
123,4965.85
180,3387.31
452,2480.48
188,2973.22
279,2974.26
204,2973.22
430,2471.44
185,4087.76
301,2974.93
352,2480.48
111,3682.58
138,4958.53
273,3682.74
339,2974.93
383,2471.44
454,2471.44
423,2471.44
74,4670.83
459,2471.44
71,4378.61
419,2480.48
497,2471.44
151,4665.26
208,4378.23
367,2974.93
220,3971.39
37,4670.82
427,2471.44
450,2471.44
304,2973.22
207,4665.24
325,2974.26
373,2480.48
283,3682.74
400,2480.48
289,3766.88
376,2974.93
398,2480.48
182,4358.88
217,3971.39
33,4958.51
446,2480.48
36,4958.51
236,3971.39
141,4670.83
145,4378.61
88,4958.51
153,4670.83
171,4670.82
199,3762.67
118,4951.47
436,2471.44
260,3387.71
340,2973.23
379,3316.54
445,2471.44
456,2471.44
240,4356.34
455,2471.44
319,3358.93
440,2956.0
