vehicle_id,distance_travelled
10,2480.48
1,2471.44
9,2480.48
28,2480.48
22,2471.44
43,2471.44
47,2471.44
53,2480.48
81,2471.44
76,2480.48
20,2471.44
35,2471.44
50,2457.04
7,2973.22
67,2480.48
41,2471.44
75,2480.48
42,2471.44
24,2471.44
48,2471.44
51,2471.44
59,2471.44
46,2471.44
61,2471.44
71,2471.44
91,2457.04
14,2480.48
56,2471.44
84,2471.44
52,2480.48
72,2480.48
19,2974.93
73,2480.48
85,2471.44
30,2974.93
70,2480.48
120,2471.44
66,2471.44
18,3347.32
13,2974.93
16,2974.93
69,2471.44
23,2974.93
113,2480.48
142,2471.44
62,2974.93
105,2471.44
25,2974.93
27,2974.93
130,2471.44
68,3323.83
138,2471.44
144,2471.44
148,2471.44
29,3364.05
127,2941.13
145,2471.44
133,2471.44
31,2974.93
136,2471.44
159,2471.44
33,2974.93
186,2471.44
124,2480.48
44,3733.22
153,2471.44
184,2471.44
172,2471.44
32,4349.41
109,2480.48
93,2974.93
116,2480.48
11,3682.74
65,2974.93
189,2926.73
63,2974.26
4,3387.54
112,2974.93
118,2974.93
135,2480.48
152,2480.48
179,2471.44
191,2471.44
195,2480.48
15,3682.74
230,2457.04
86,2973.22
155,2480.48
57,2974.26
89,2973.22
115,2480.48
2,3971.39
8,3971.39
131,2959.86
100,2974.26
185,2480.48
37,3971.39
162,2471.44
74,2974.26
161,2480.48
216,2471.44
140,2974.93
167,2480.48
193,2471.44
241,2471.44
126,2974.93
49,3387.54
204,2471.44
64,4353.66
103,3761.84
169,2480.48
199,2480.48
217,2480.48
34,3678.11
219,2480.48
119,2974.93
218,2480.48
236,2480.48
225,2471.44
55,3387.71
229,2471.44
104,3347.42
3,4325.39
146,2974.93
245,2471.44
227,2480.48
176,2974.93
242,2480.48
235,2480.48
97,3678.13
40,4087.66
293,2471.44
212,2480.48
123,2973.22
202,2974.93
258,2932.57
90,3795.32
203,2974.93
213,2974.93
254,2471.44
158,2974.93
259,2947.17
313,2457.04
275,2471.44
178,2973.22
6,4965.87
5,3387.31
54,3682.74
187,2974.93
168,3356.77
12,4670.82
82,3682.74
264,3312.3
198,3339.69
211,2973.22
117,3387.31
36,4670.82
334,2433.58
201,2974.93
111,2973.23
290,2442.63
157,3682.74
17,4373.07
154,3747.64
228,2974.26
26,3795.15
244,2480.48
282,2471.44
249,2480.48
45,3795.15
87,4087.66
285,2471.44
312,2480.48
188,2974.26
192,2974.93
287,2480.48
107,3971.39
80,4087.76
108,3971.39
143,3747.64
180,3678.11
224,2974.26
21,4349.42
114,3971.39
299,2480.48
271,2471.44
304,2480.48
39,4670.82
288,2471.44
147,3971.39
237,2974.93
323,2471.44
300,2471.44
58,4087.76
302,2471.44
151,3678.13
305,2471.44
174,4304.41
182,3387.71
234,2974.93
38,4372.91
267,3295.56
78,3682.74
88,4378.61
253,2974.26
332,2471.44
317,2480.48
348,2471.44
329,2480.48
349,2480.48
360,2471.44
110,3682.74
354,2471.44
181,2973.22
98,3795.32
252,3740.93
331,2480.48
122,3682.74
125,4087.92
79,3795.32
243,2974.93
294,2974.93
393,2471.44
373,2471.44
141,4965.86
77,4965.86
83,4087.92
95,4087.66
266,2974.26
164,4378.61
129,4378.61
177,3682.74
326,2480.48
139,4087.66
194,4378.61
149,4965.86
255,3764.38
156,4087.92
401,2471.44
106,4958.52
165,3795.32
412,2471.44
428,2457.04
377,2480.48
96,4670.83
365,2471.44
366,2480.48
379,2471.44
337,2974.93
423,2471.44
376,2480.48
431,2471.44
102,4670.83
408,2480.48
295,2974.93
436,2471.44
388,3318.78
132,4670.83
286,2973.23
272,3682.74
94,4670.82
171,4670.83
99,4670.82
316,2974.93
173,4670.82
318,2974.93
205,3971.39
411,2480.48
319,2974.93
454,2471.44
306,3700.74
338,2974.93
358,2973.23
422,2480.48
437,2471.44
137,4958.52
432,2471.44
209,3387.71
215,3971.39
433,2471.44
163,4087.76
378,2480.48
384,2480.48
387,2480.48
403,2480.48
190,4378.61
60,4378.61
409,2480.48
221,2973.22
250,2973.22
101,4965.87
474,2471.44
208,4356.33
374,2956.0
364,2974.93
448,2433.58
257,3678.11
196,4087.66
262,3678.11
297,2974.26
385,2974.93
322,3740.93
166,3795.15
238,3387.71
413,2974.26
248,3795.15
222,3682.74
247,3682.74
206,3387.2
442,2480.48
451,2480.48
486,2471.44
327,2974.93
496,2433.58
346,2973.22
475,2480.48
121,4087.76
361,2973.22
239,3795.32
456,2480.48
150,4965.86
246,4087.76
197,4965.86
308,4087.76
517,2471.44
128,3795.15
394,2974.93
522,2471.44
283,3971.39
397,2974.93
487,2480.48
491,2457.03
380,3740.93
468,2471.44
508,2480.48
472,2471.44
514,2480.48
480,2471.44
256,4339.59
134,3795.26
223,3678.11
333,3344.81
481,2471.44
175,4670.83
170,3795.26
260,3678.11
485,2471.44
324,3971.39
499,2471.44
292,3795.26
279,2973.22
503,2471.44
518,2471.44
309,3678.13
344,3971.39
438,2974.93
535,2471.44
563,2471.44
251,4958.52
453,2974.93
497,2471.44
547,2937.07
507,2471.44
321,3387.71
414,2480.48
342,3682.74
439,2974.93
92,4372.91
274,2974.93
307,2974.93
576,2471.44
233,3971.39
368,2974.93
509,2466.08
395,2974.93
490,2480.48
160,4965.86
226,4670.82
367,3971.39
214,4087.66
531,2480.48
551,2471.44
207,3795.32
231,4087.66
311,4087.92
579,2471.44
583,2471.44
210,4958.52
296,4958.52
489,2480.48
325,4378.61
556,2471.44
375,3356.77
353,4378.61
578,2471.44
566,2471.44
350,3682.74
427,2480.48
505,2480.48
291,4373.07
440,2480.48
303,4378.61
347,4087.66
457,2480.48
537,2480.48
559,2480.48
280,2973.22
476,2480.48
276,4958.52
492,2974.93
268,4087.66
631,2471.44
220,4965.87
561,2480.48
564,2480.48
580,2480.48
591,2471.44
570,2480.48
605,2471.44
607,2471.44
284,4670.82
404,3971.39
289,4670.82
240,4372.91
633,2471.44
314,2973.22
370,4378.61
452,3387.54
351,2973.22
269,4965.87
328,3387.31
330,3965.82
512,2480.48
405,2974.93
513,2480.48
232,3795.32
341,4670.82
345,4965.87
371,3682.74
463,2974.93
641,2471.44
355,4378.61
369,3678.11
396,3682.74
519,2480.48
644,2471.44
525,2480.48
599,2480.48
381,4965.85
400,3678.11
603,2480.48
415,3971.39
261,3795.32
609,2480.48
612,2480.48
359,2973.22
601,2471.44
511,2974.93
602,2471.44
183,4670.83
478,3965.82
585,2480.48
619,2471.44
657,2457.04
277,4958.52
604,2480.48
638,2471.44
498,2974.26
678,2471.44
356,4958.52
363,4958.52
614,2480.48
315,4670.83
587,2480.48
616,2480.48
336,4087.92
425,4613.94
613,2974.26
620,2480.48
372,4087.92
628,2480.48
310,3795.32
681,2471.44
630,2480.48
685,2471.44
263,3682.74
666,2480.48
679,2471.44
343,4087.92
416,4958.52
265,3682.74
386,4087.92
687,2471.44
410,3387.71
699,2471.44
273,3682.74
340,3387.71
398,4670.83
390,3678.11
200,4670.82
399,3682.74
278,4670.82
584,3616.71
529,2974.93
646,2471.44
362,3795.32
424,2974.93
653,2471.44
357,3795.15
420,3682.74
577,2973.22
662,2471.44
270,4965.86
419,3971.39
