vehicle_id,distance_travelled
16,2480.48
21,2433.58
2,2480.48
30,2457.03
13,2457.03
17,2471.44
18,2480.48
45,2457.04
52,2471.44
14,2471.44
31,2457.03
47,2466.08
51,2457.03
22,2471.44
80,2457.04
39,2466.08
23,2947.17
42,2480.48
67,2466.08
77,2457.04
46,2471.44
34,2956.2
65,2442.63
62,2457.03
26,2480.48
19,2949.79
75,2466.08
78,2480.48
97,2457.04
102,2433.58
93,2428.23
25,2937.27
92,2457.04
15,2974.93
89,2471.44
3,2480.48
11,3361.5
43,3295.56
7,3368.3
117,2457.04
113,2471.44
35,3338.29
38,3364.05
9,2937.27
32,3347.32
130,2480.48
59,2471.44
63,2960.73
72,2956.0
112,2471.44
10,3747.64
49,2480.48
48,2954.29
103,2480.48
107,2457.03
114,2471.44
73,2964.19
124,2457.03
148,2457.04
164,2442.63
161,2442.64
69,2956.2
132,2471.44
5,3387.71
99,3334.04
101,2974.93
109,2471.44
6,3338.29
137,2471.44
121,2471.44
177,2457.04
54,2958.82
4,3387.2
94,2946.33
174,2457.04
12,3343.07
163,2457.03
100,2922.67
178,2457.03
76,3328.08
85,2956.0
131,2457.03
150,2457.04
142,2937.07
58,3747.64
144,2480.48
166,2457.04
20,3387.71
169,2471.44
129,2457.03
146,2480.48
70,3740.93
172,2442.63
50,3756.67
66,3778.58
28,4290.22
157,2471.44
83,3747.64
27,3738.39
192,2471.44
1,3771.7
40,3739.22
198,2457.03
86,3367.96
53,4334.42
87,3349.06
160,2471.44
167,2937.07
156,2956.0
60,2973.22
200,2457.04
193,2471.44
8,3366.56
108,2956.0
214,2480.48
111,3364.22
104,3333.25
135,3343.24
79,3740.93
122,2480.48
190,2457.03
90,3355.02
209,2471.44
36,4309.19
219,2466.08
152,2480.48
82,2973.22
98,3323.83
196,2471.44
110,3344.81
56,3766.88
194,2457.04
227,2471.44
187,2922.87
225,2457.04
175,2937.27
213,2442.63
96,3752.46
170,2956.0
203,2956.0
226,2442.64
244,2457.04
105,3748.25
134,3335.78
147,2956.0
234,2457.03
126,3347.48
204,2956.0
202,2442.63
55,4325.39
201,2457.03
224,2480.48
232,2471.44
197,2480.48
29,3795.15
44,4325.4
64,3357.53
155,3347.48
195,2954.29
139,3747.64
235,2457.03
247,2471.44
61,3775.91
239,2471.44
95,3756.67
127,3778.58
81,3786.12
91,2964.19
84,3747.64
37,4335.38
106,3729.01
281,2433.58
149,3709.77
180,3348.72
