vehicle_id,distance_travelled
30,2471.44
20,2457.03
61,2419.18
59,2419.18
66,2457.04
42,2457.04
39,2471.44
53,2457.04
23,2457.03
41,2471.44
9,2958.83
38,2457.03
48,2457.04
51,2945.27
107,2457.04
77,2457.04
6,2471.44
31,2480.48
82,2442.63
71,2457.03
74,2442.64
22,2930.86
75,2466.08
45,2964.19
89,2433.58
72,2457.04
36,2480.48
26,2947.17
83,2480.48
46,2954.29
60,2471.44
67,2471.44
92,2471.44
16,3359.27
103,2471.44
79,2471.44
125,2471.44
50,2471.44
63,2471.44
4,3743.43
5,2480.48
49,2480.48
86,2471.44
93,2480.48
78,2480.48
100,2471.44
7,3314.8
17,2956.2
97,2471.44
110,2471.44
35,3719.98
85,2480.48
8,3368.3
111,2471.44
116,2457.03
3,3724.19
14,3316.54
10,3786.12
76,3347.48
80,2945.66
135,2471.44
13,3775.91
27,3344.81
65,2947.17
43,3378.17
147,2457.04
2,3368.3
81,2974.93
96,2937.07
21,3740.93
24,2956.2
52,3359.27
132,2471.44
139,2471.44
164,2419.18
150,2471.44
165,2457.04
19,3359.27
91,2945.27
112,2466.08
216,2457.03
162,2457.03
99,2961.37
161,2471.44
136,2457.03
87,2974.93
145,2471.44
176,2433.58
18,3786.12
167,2457.04
177,2457.04
55,3762.67
69,2941.8
166,2937.07
180,2457.03
156,2433.58
188,2433.58
193,2457.04
12,4289.95
25,4342.89
106,2949.79
113,3304.59
130,2942.44
121,2959.86
29,4330.44
129,2480.48
28,4344.64
33,2973.23
144,2928.24
189,2471.44
196,2457.04
101,2973.22
203,2471.44
211,2433.58
118,2974.93
90,3349.99
95,3349.96
175,2471.44
94,3717.48
119,2457.03
1,3795.15
15,3778.58
62,3724.19
131,3330.74
173,2956.0
56,3743.43
73,3743.43
219,2442.63
198,2480.48
221,2471.44
169,2480.48
170,2974.93
11,4352.09
68,3743.43
220,2457.04
126,2937.27
229,2480.48
149,2959.86
122,2942.44
34,4372.91
202,2928.24
223,2457.04
155,3302.04
184,2457.04
241,2471.44
200,2947.17
44,3364.05
114,3370.97
231,2471.44
183,2956.0
98,3364.22
154,2949.79
185,2956.0
186,2956.0
58,4356.33
194,2956.0
195,2480.48
237,2457.03
247,2471.44
128,2956.2
40,3743.43
226,2457.03
179,3333.28
104,3733.22
124,3747.64
133,3338.29
64,2964.19
88,3756.67
109,3339.69
178,2974.93
37,4297.66
245,2471.44
266,2428.24
137,3340.03
