vehicle_id,distance_travelled
20,2457.03
59,2433.58
39,2457.04
30,2471.44
42,2457.04
66,2442.64
23,2457.03
61,2457.03
53,2457.04
31,2480.48
82,2442.63
9,2973.23
22,2945.26
75,2457.03
41,2471.44
77,2457.04
72,2457.04
6,2471.44
74,2457.04
36,2480.48
48,2471.44
51,2954.3
71,2457.03
89,2433.58
45,2964.19
38,2480.48
26,2947.17
46,2954.29
79,2457.04
63,2457.04
67,2471.44
60,2471.44
49,2480.48
97,2471.44
103,2457.04
3,3766.88
50,2471.44
86,2471.44
111,2471.44
83,2480.48
5,2480.48
17,2956.2
93,2480.48
76,3333.28
92,2471.44
85,2480.48
8,3368.3
116,2457.03
91,2922.87
100,2471.44
24,2974.93
78,2480.48
52,3340.03
80,2949.79
107,2471.44
147,2457.04
99,2941.13
135,2457.04
4,3743.43
132,2457.04
125,2471.44
55,3743.43
65,2947.17
96,2942.44
150,2442.64
161,2471.44
2,3387.54
33,2956.2
139,2457.04
136,2442.63
165,2471.44
10,3786.12
27,3355.02
110,2471.44
112,2466.08
16,3347.32
164,2419.18
118,2922.87
19,3387.71
145,2471.44
90,3333.25
162,2457.03
87,2956.0
73,3743.43
122,2937.07
216,2457.03
129,2480.48
167,2471.44
176,2457.03
101,2913.84
188,2442.63
106,2916.46
68,3700.74
203,2457.04
189,2471.44
7,3344.81
13,3795.32
154,2928.24
198,2457.03
69,2949.79
196,2457.04
29,4313.43
56,3729.01
28,4344.64
121,2941.6
193,2457.04
81,2974.93
149,2960.53
14,3387.2
119,2457.03
144,2974.93
1,3775.91
166,2974.93
15,3761.84
156,2457.03
175,2471.44
94,3717.48
170,2974.93
173,2974.93
177,2471.44
12,4310.93
62,3743.43
211,2457.03
21,3755.13
220,2457.04
58,4304.41
123,3714.94
34,4349.53
64,2964.19
152,3333.28
184,2457.04
25,4335.35
43,3387.2
126,2945.26
180,2480.48
169,2457.03
183,2956.0
223,2457.04
133,3319.05
178,2942.44
186,2956.0
202,2937.07
195,2480.48
221,2471.44
54,3766.88
194,2956.0
200,2956.0
88,3761.84
241,2457.04
231,2471.44
18,3786.12
113,3347.32
114,3347.48
247,2471.44
219,2480.48
124,3743.43
130,2958.82
137,3338.29
155,3319.05
237,2466.08
245,2457.04
109,3358.93
226,2457.03
95,3387.2
131,3355.02
229,2480.48
11,4358.87
44,3364.05
35,3795.32
98,3387.54
120,2964.19
214,2480.48
141,3368.3
268,2433.58
235,2471.44
267,2457.03
266,2457.04
190,3318.78
251,2471.44
185,2973.23
249,2471.44
37,4314.4
102,3795.15
284,2471.44
187,3340.03
286,2457.03
172,3356.77
252,2466.08
272,2922.87
254,2471.44
256,2471.44
151,3378.17
128,2974.93
233,2480.48
259,2965.9
260,2480.48
294,2442.63
274,2471.44
108,3755.13
206,3333.28
289,2457.04
117,4316.1
326,2442.64
47,4344.64
250,2480.48
146,3387.71
84,4342.13
287,2471.44
291,2480.48
302,2471.44
310,2457.04
264,2937.07
208,3724.19
321,2442.63
322,2457.04
168,4311.87
182,3733.22
174,3740.87
192,2974.93
217,3724.19
210,2974.93
315,2457.03
279,2480.48
319,2457.04
230,2956.0
327,2442.64
323,2457.03
325,2471.44
142,4295.12
32,4372.9
304,2471.44
316,2471.44
337,2457.04
232,3340.03
40,3795.32
262,2480.48
351,2471.44
215,3731.68
292,2471.44
57,4372.91
197,3356.43
225,2974.93
354,2471.44
153,3387.71
261,3329.04
159,3364.05
234,2974.93
314,2480.48
179,3387.54
143,4330.56
205,3734.22
265,3329.04
148,4301.61
104,3795.15
201,3755.13
199,3354.23
244,3734.22
342,2457.03
300,2956.0
363,2433.58
246,2956.0
378,2433.58
257,2945.26
348,2457.03
365,2466.08
285,2974.93
207,4321.16
127,3795.15
105,4373.02
157,3795.15
70,4373.07
228,3387.2
270,3778.58
248,3764.38
255,3764.38
305,2480.48
324,2974.93
281,3309.76
408,2433.58
332,2974.26
366,2471.44
138,3795.32
278,3354.23
283,3724.19
343,2480.48
209,4297.67
308,3356.77
236,3740.93
140,4310.94
224,4332.84
328,3312.3
275,3387.71
403,2457.03
243,4342.13
338,3333.28
339,2956.0
390,2457.03
227,4335.38
253,3387.54
295,3700.74
344,2974.93
409,2471.44
379,2956.0
402,2480.48
426,2466.08
277,3740.93
239,3778.58
163,3795.15
369,2956.0
355,2471.44
391,2457.04
346,2480.48
359,2973.23
425,2480.48
411,2457.03
242,3795.32
353,3312.3
191,4328.44
349,3312.3
384,2480.48
334,3740.93
347,2932.57
370,3356.77
358,3350.02
434,2471.44
420,2480.48
333,2974.93
389,2956.0
222,4342.14
362,3356.77
467,2457.03
407,2471.44
134,4373.08
423,2932.77
269,3795.32
368,2471.44
470,2466.08
160,4372.9
240,3358.93
431,2471.44
436,2946.97
280,4316.1
288,3740.93
440,2442.64
181,4334.43
400,2974.93
466,2442.64
441,2480.48
459,2471.44
448,2480.48
450,2457.04
493,2471.44
457,2471.44
282,4278.68
212,4335.35
290,4318.62
318,3370.57
311,4314.35
340,4300.21
421,2956.0
461,2457.03
273,4323.7
502,2457.04
276,3387.71
486,2457.03
401,3326.5
399,3326.5
115,4372.9
171,4372.9
427,3316.54
218,4372.9
312,2973.22
329,4325.39
454,3312.3
472,2471.44
437,2471.44
475,2471.44
299,4318.65
482,2471.44
303,4318.65
376,3731.68
462,2480.48
490,2471.44
521,2433.58
492,2471.44
519,2457.03
530,2457.04
307,3387.71
417,3731.68
522,2471.44
473,2480.48
306,4326.32
372,3370.97
394,3343.18
517,2433.58
439,3316.54
477,2471.44
501,2457.03
301,3387.71
419,3328.98
496,3309.76
397,3326.5
382,2973.23
527,2457.03
469,2956.0
476,2956.0
545,2419.18
158,4373.07
374,3761.84
392,3326.5
380,3747.64
271,3778.58
518,2471.44
578,2419.18
458,2956.0
540,2457.04
320,3387.54
507,2457.03
298,4342.14
356,3349.99
296,3387.31
478,3330.74
350,3364.16
442,3335.79
514,2937.07
330,3387.31
371,3364.16
550,2941.13
433,3724.19
528,2471.44
557,2457.03
375,3364.16
499,2471.44
474,3333.28
538,2471.44
561,2471.44
509,2480.48
345,3795.26
513,2480.48
204,4372.91
542,2457.03
331,3771.87
414,3755.13
446,3330.74
422,3764.38
317,4314.4
577,2471.44
387,3347.48
596,2471.44
449,3326.5
444,3747.64
556,2471.44
364,4335.39
481,2932.77
548,2956.0
594,2457.04
381,3387.71
503,2932.77
263,4373.08
455,2956.0
583,2466.08
584,2471.44
602,2442.64
367,4337.9
562,2927.4
574,2457.04
591,2457.04
293,4373.02
568,2457.03
352,4337.9
535,2960.53
393,3755.13
398,3364.22
410,3795.15
590,2956.0
563,2457.03
383,4323.64
416,2974.93
213,4372.91
432,3356.37
523,2480.48
297,3795.15
487,2974.93
560,2471.44
571,2932.77
586,2471.44
601,2471.44
395,3764.38
413,4280.92
632,2433.58
465,3761.84
313,3795.32
460,3761.84
573,2480.48
532,3330.74
625,2457.03
495,3740.93
485,3329.04
498,3328.98
565,2956.0
489,3349.65
438,3356.77
544,2956.0
631,2457.03
396,4325.4
541,3740.93
445,3370.97
506,3364.16
418,4342.14
500,2941.13
543,2956.0
647,2480.48
558,2926.73
637,2471.44
238,3795.15
309,4373.07
435,3764.32
553,2974.93
463,3771.81
258,4373.07
341,3387.2
479,3755.13
606,2471.44
636,2471.44
585,2956.0
640,2471.44
360,3795.32
388,4339.6
603,2956.0
564,2956.0
491,3738.39
546,3747.64
620,2941.6
335,3795.15
520,2974.93
599,3328.98
654,2457.03
539,3724.19
551,3316.54
386,3387.54
415,4637.17
505,3350.02
626,2480.48
657,2471.44
576,2956.0
635,2480.48
679,2457.04
614,3349.99
531,3747.64
552,3738.39
618,2480.48
611,3333.28
658,2480.48
675,2471.44
660,2480.48
684,2471.44
699,2457.03
720,2457.03
533,4332.85
377,4332.85
731,2428.24
451,4583.07
488,3366.33
597,3343.18
615,3740.93
641,3333.28
676,2457.04
682,2946.97
385,4342.14
456,3387.2
504,4280.93
447,4356.34
735,2428.24
404,3795.15
668,2471.44
744,2457.03
480,3387.71
748,2442.64
624,2974.93
694,2471.44
642,2471.44
536,2974.93
429,4332.84
652,2471.44
666,2471.44
681,2480.48
623,2913.64
729,2442.64
622,2932.57
670,2457.03
672,2457.04
753,2428.24
430,3387.71
669,2471.44
673,2955.33
705,2457.03
717,2457.04
406,4654.09
634,3309.76
483,3387.71
649,3309.76
424,3795.32
575,3764.38
665,2480.48
722,2442.64
607,3761.84
689,2480.48
617,2937.07
691,3330.74
655,2974.93
373,4321.15
471,3764.38
516,4280.92
598,3757.67
357,4372.91
511,4286.09
700,2471.44
525,4318.65
734,2471.44
452,4321.15
468,4305.38
534,4332.85
714,2471.44
730,2471.44
443,4373.08
549,3352.13
588,2973.22
741,2471.44
405,4339.59
742,2480.48
758,2471.44
529,3387.54
703,2471.44
752,2960.06
776,2480.48
627,3747.64
756,2457.04
701,3326.44
733,2457.03
428,3795.15
608,4611.46
688,2480.48
693,2941.13
